Project ID,Milestone,Schedule Category,Dates
19EEPDS02,CR approval (Consultant),Actual,25/11/2019
19EEPDS02,Letter of Award (Consultant),Baseline,01/07/2019
19EEPDS02,Letter of Award (Consultant),Capex,01/06/2020
19EEPDS02,Letter of Award (Consultant),Actual,01/06/2020
19EEPDS02,Detail Design Approval,Baseline,01/10/2019
19EEPDS02,Detail Design Approval,Capex,11/12/2020
19EEPDS02,Detail Design Approval,Actual,11/12/2020
19EEPDS02,CR approval (Contractor),Baseline,01/12/2019
19EEPDS02,CR approval (Contractor),Capex,04/04/2021
19EEPDS02,CR approval (Contractor),Actual,04/04/2021
19EEPDS02,Completion of Technical evaluation (Contractor),Baseline,01/01/2020
19EEPDS02,Completion of Technical evaluation (Contractor),Capex,30/09/2021
19EEPDS02,Completion of Technical evaluation (Contractor),Actual,30/09/2021
19EEPDS02,Letter of Award (Contractor),Baseline,01/01/2020
19EEPDS02,Letter of Award (Contractor),Capex,13/10/2021
19EEPDS02,Letter of Award (Contractor),Actual,13/10/2021
19EEPDS02,Site Handing Over,Baseline,01/02/2020
19EEPDS02,Site Handing Over,Capex,11/03/2022
19EEPDS02,Site Handing Over,Actual,11/03/2022
19EEPDS02,T&C / Energisation,Baseline,30/06/2021
19EEPDS02,T&C / Energisation,Capex,17/04/2024
19EEPDS02,Project Completion,Baseline,30/06/2023
19EEPDS02,Project Completion,Capex,17/04/2026
20WWPDD002,Business Need,Baseline,21/03/2018
20WWPDD002,Business Need,Capex,21/03/2018
20WWPDD002,Business Need,Actual,21/03/2018
20WWPDD002,Business Case Approval,Baseline,21/05/2018
20WWPDD002,Business Case Approval,Capex,21/05/2018
20WWPDD002,Business Case Approval,Actual,21/05/2018
20WWPDD002,CR approval (Consultant),Baseline,08/07/2019
20WWPDD002,CR approval (Consultant),Capex,08/07/2019
20WWPDD002,CR approval (Consultant),Actual,08/07/2019
20WWPDD002,Letter of Award (Consultant),Baseline,22/12/2019
20WWPDD002,Letter of Award (Consultant),Capex,22/12/2019
20WWPDD002,Letter of Award (Consultant),Actual,22/12/2019
20WWPDD002,Detail Design Approval,Baseline,01/06/2020
20WWPDD002,Detail Design Approval,Capex,05/01/2023
20WWPDD002,Detail Design Approval,Actual,05/01/2023
20WWPDD002,CR approval (Contractor),Baseline,01/07/2020
20WWPDD002,CR approval (Contractor),Capex,11/01/2023
20WWPDD002,CR approval (Contractor),Actual,11/01/2023
20WWPDD002,Completion of Technical evaluation (Contractor),Baseline,01/10/2020
20WWPDD002,Completion of Technical evaluation (Contractor),Capex,19/04/2023
20WWPDD002,Completion of Technical evaluation (Contractor),Actual,19/04/2023
20WWPDD002,Letter of Award (Contractor),Baseline,01/10/2020
20WWPDD002,Letter of Award (Contractor),Capex,01/11/2022
20WWPDD002,Letter of Award (Contractor),Actual,06/06/2023
20WWPDD002,Site Handing Over,Baseline,01/11/2020
20WWPDD002,Site Handing Over,Capex,01/12/2022
20WWPDD002,T&C / Energisation,Baseline,01/04/2023
20WWPDD002,T&C / Energisation,Capex,01/10/2023
20WWPDD002,Project Completion,Baseline,01/06/2024
20WWPDD002,Project Completion,Capex,01/12/2024
19EEPDD04/20EEPDD14,Business Need,Baseline,27/11/2018
19EEPDD04/20EEPDD14,Business Need,Capex,27/11/2018
19EEPDD04/20EEPDD14,Business Need,Actual,27/11/2018
19EEPDD04/20EEPDD14,Business Case Approval,Baseline,23/04/2019
19EEPDD04/20EEPDD14,Business Case Approval,Capex,23/04/2019
19EEPDD04/20EEPDD14,Business Case Approval,Actual,23/04/2019
19EEPDD04/20EEPDD14,CR approval (Consultant),Baseline,09/01/2019
19EEPDD04/20EEPDD14,CR approval (Consultant),Capex,09/01/2019
19EEPDD04/20EEPDD14,CR approval (Consultant),Actual,09/01/2019
19EEPDD04/20EEPDD14,Letter of Award (Consultant),Baseline,09/04/2019
19EEPDD04/20EEPDD14,Letter of Award (Consultant),Capex,06/11/2019
19EEPDD04/20EEPDD14,Letter of Award (Consultant),Actual,06/11/2019
19EEPDD04/20EEPDD14,Detail Design Approval,Baseline,09/07/2019
19EEPDD04/20EEPDD14,Detail Design Approval,Capex,22/06/2021
19EEPDD04/20EEPDD14,Detail Design Approval,Actual,22/06/2021
19EEPDD04/20EEPDD14,CR approval (Contractor),Baseline,09/09/2019
19EEPDD04/20EEPDD14,CR approval (Contractor),Capex,22/06/2021
19EEPDD04/20EEPDD14,CR approval (Contractor),Actual,22/06/2021
19EEPDD04/20EEPDD14,Completion of Technical evaluation (Contractor),Baseline,09/01/2020
19EEPDD04/20EEPDD14,Completion of Technical evaluation (Contractor),Capex,29/08/2021
19EEPDD04/20EEPDD14,Completion of Technical evaluation (Contractor),Actual,29/08/2021
19EEPDD04/20EEPDD14,Letter of Award (Contractor),Baseline,01/08/2020
19EEPDD04/20EEPDD14,Letter of Award (Contractor),Capex,06/04/2022
19EEPDD04/20EEPDD14,Letter of Award (Contractor),Actual,06/04/2022
19EEPDD04/20EEPDD14,Site Handing Over,Baseline,01/09/2020
19EEPDD04/20EEPDD14,Site Handing Over,Capex,20/06/2022
19EEPDD04/20EEPDD14,Site Handing Over,Actual,20/06/2022
19EEPDD04/20EEPDD14,T&C / Energisation,Baseline,31/07/2022
19EEPDD04/20EEPDD14,T&C / Energisation,Capex,20/06/2024
19EEPDD04/20EEPDD14,Project Completion,Baseline,31/07/2024
19EEPDD04/20EEPDD14,Project Completion,Capex,20/06/2026
21EASIDDI02 (1),Completion of Technical evaluation (Contractor),Baseline,17/02/2022
21EASIDDI02 (1),Completion of Technical evaluation (Contractor),Capex,18/04/2022
21EASIDDI02 (1),Completion of Technical evaluation (Contractor),Actual,18/04/2022
21EASIDDI02 (1),Letter of Award (Contractor),Baseline,22/04/2022
21EASIDDI02 (1),Letter of Award (Contractor),Capex,24/06/2022
21EASIDDI02 (1),Letter of Award (Contractor),Actual,24/06/2022
21EASIDDI02 (1),Site Handing Over,Baseline,07/05/2022
21EASIDDI02 (1),Site Handing Over,Capex,12/09/2022
21EASIDDI02 (1),Site Handing Over,Actual,12/09/2022
21EASIDDI02 (1),T&C / Energisation,Baseline,07/03/2023
21EASIDDI02 (1),T&C / Energisation,Capex,10/03/2024
21EASIDDI02 (1),Project Completion,Baseline,07/03/2024
21EASIDDI02 (1),Project Completion,Capex,11/03/2025
21EASIDDI04,Business Case Approval,Baseline,15/02/2021
21EASIDDI04,Business Case Approval,Capex,03/09/2021
21EASIDDI04,Business Case Approval,Actual,03/09/2021
21EASIDDI04,CR approval (Consultant),Baseline,03/04/2021
21EASIDDI04,CR approval (Consultant),Capex,19/09/2021
21EASIDDI04,CR approval (Consultant),Actual,19/09/2021
21EASIDDI04,Letter of Award (Consultant),Baseline,01/07/2021
21EASIDDI04,Letter of Award (Consultant),Capex,14/12/2021
21EASIDDI04,Letter of Award (Consultant),Actual,14/12/2021
21EASIDDI04,Detail Design Approval,Baseline,01/03/2022
21EASIDDI04,Detail Design Approval,Capex,03/08/2022
21EASIDDI04,Detail Design Approval,Actual,03/08/2022
21EASIDDI04,CR approval (Contractor),Baseline,01/03/2022
21EASIDDI04,CR approval (Contractor),Capex,19/08/2022
21EASIDDI04,CR approval (Contractor),Actual,19/08/2022
21EASIDDI04,Completion of Technical evaluation (Contractor),Baseline,30/06/2022
21EASIDDI04,Completion of Technical evaluation (Contractor),Capex,17/11/2022
21EASIDDI04,Completion of Technical evaluation (Contractor),Actual,17/11/2022
21EASIDDI04,Letter of Award (Contractor),Baseline,01/07/2022
21EASIDDI04,Letter of Award (Contractor),Capex,04/04/2023
21EASIDDI04,Letter of Award (Contractor),Actual,04/04/2023
21EASIDDI04,Site Handing Over,Baseline,30/07/2022
21EASIDDI04,Site Handing Over,Capex,04/05/2023
21EASIDDI04,Site Handing Over,Actual,04/05/2023
21EASIDDI04,T&C / Energisation,Baseline,01/01/2024
21EASIDDI04,T&C / Energisation,Capex,04/11/2024
21EASIDDI04,Project Completion,Baseline,01/01/2025
21EASIDDI04,Project Completion,Capex,04/11/2025
21EASIDDI06,Business Need,Baseline,16/02/2020
21EASIDDI06,Business Need,Capex,16/02/2020
21EASIDDI06,Business Need,Actual,16/02/2020
21EASIDDI06,Detail Design Approval,Baseline,16/11/2021
21EASIDDI06,Detail Design Approval,Capex,16/11/2021
21EASIDDI06,Detail Design Approval,Actual,16/11/2021
21EASIDDI06,CR approval (Contractor),Baseline,16/11/2021
21EASIDDI06,CR approval (Contractor),Capex,16/11/2021
21EASIDDI06,CR approval (Contractor),Actual,16/11/2021
21EASIDDI06,Completion of Technical evaluation (Contractor),Baseline,01/02/2022
21EASIDDI06,Completion of Technical evaluation (Contractor),Capex,07/03/2022
21EASIDDI06,Completion of Technical evaluation (Contractor),Actual,07/03/2022
21EASIDDI06,Letter of Award (Contractor),Baseline,01/02/2022
21EASIDDI06,Letter of Award (Contractor),Capex,23/05/2022
21EASIDDI06,Letter of Award (Contractor),Actual,23/05/2022
21EASIDDI06,Site Handing Over,Baseline,01/02/2022
21EASIDDI06,Site Handing Over,Capex,04/07/2022
21EASIDDI06,Site Handing Over,Actual,04/07/2022
21EASIDDI06,T&C / Energisation,Baseline,01/02/2023
21EASIDDI06,T&C / Energisation,Capex,01/09/2024
21EASIDDI06,Project Completion,Baseline,01/02/2024
21EASIDDI06,Project Completion,Capex,01/09/2025
22EASIDDI09 (1),Business Need,Baseline,12/06/2021
22EASIDDI09 (1),Business Need,Capex,12/06/2021
22EASIDDI09 (1),Business Need,Actual,12/06/2021
22EASIDDI09 (1),Business Case Approval,Baseline,30/10/2021
22EASIDDI09 (1),Business Case Approval,Capex,31/03/2022
22EASIDDI09 (1),Business Case Approval,Actual,31/03/2022
22EASIDDI09 (1),CR approval (Consultant),Baseline,01/11/2021
22EASIDDI09 (1),CR approval (Consultant),Capex,19/05/2022
22EASIDDI09 (1),CR approval (Consultant),Actual,19/05/2022
22EASIDDI09 (1),Letter of Award (Consultant),Baseline,01/07/2022
22EASIDDI09 (1),Letter of Award (Consultant),Capex,27/10/2022
22EASIDDI09 (1),Letter of Award (Consultant),Actual,27/10/2022
22EASIDDI09 (1),Detail Design Approval,Baseline,01/11/2021
22EASIDDI09 (1),Detail Design Approval,Capex,01/06/2022
22EASIDDI09 (1),Detail Design Approval,Actual,01/06/2022
22EASIDDI09 (1),CR approval (Contractor),Baseline,01/08/2022
22EASIDDI09 (1),CR approval (Contractor),Capex,24/08/2022
22EASIDDI09 (1),CR approval (Contractor),Actual,24/08/2022
22EASIDDI09 (1),Completion of Technical evaluation (Contractor),Baseline,16/08/2022
22EASIDDI09 (1),Completion of Technical evaluation (Contractor),Capex,26/09/2022
22EASIDDI09 (1),Completion of Technical evaluation (Contractor),Actual,26/09/2022
22EASIDDI09 (1),Letter of Award (Contractor),Baseline,01/01/2023
22EASIDDI09 (1),Letter of Award (Contractor),Capex,19/10/2022
22EASIDDI09 (1),Letter of Award (Contractor),Actual,19/10/2022
22EASIDDI09 (1),Site Handing Over,Baseline,01/01/2023
22EASIDDI09 (1),Site Handing Over,Capex,01/02/2023
22EASIDDI09 (1),Site Handing Over,Actual,01/02/2023
22EASIDDI09 (1),T&C / Energisation,Baseline,02/10/2024
22EASIDDI09 (1),T&C / Energisation,Capex,30/07/2023
22EASIDDI09 (1),T&C / Energisation,Actual,30/07/2023
22EASIDDI09 (1),Project Completion,Baseline,02/10/2025
22EASIDDI09 (1),Project Completion,Capex,30/07/2024
22EASIDDI10,Business Case Approval,Baseline,01/01/2022
22EASIDDI10,Business Case Approval,Capex,17/02/2022
22EASIDDI10,Business Case Approval,Actual,17/02/2022
22EASIDDI10,CR approval (Contractor),Baseline,01/04/2022
22EASIDDI10,CR approval (Contractor),Capex,20/06/2022
22EASIDDI10,CR approval (Contractor),Actual,20/06/2022
22EASIDDI10,Completion of Technical evaluation (Contractor),Baseline,15/05/2022
22EASIDDI10,Completion of Technical evaluation (Contractor),Capex,18/01/2023
22EASIDDI10,Completion of Technical evaluation (Contractor),Actual,18/01/2023
22EASIDDI10,Letter of Award (Contractor),Baseline,01/07/2022
22EASIDDI10,Letter of Award (Contractor),Capex,06/04/2023
22EASIDDI10,Letter of Award (Contractor),Actual,06/04/2023
22EASIDDI10,Site Handing Over,Baseline,01/07/2022
22EASIDDI10,Site Handing Over,Capex,05/06/2023
22EASIDDI10,Site Handing Over,Actual,05/06/2023
22EASIDDI10,T&C / Energisation,Baseline,01/07/2024
22EASIDDI10,T&C / Energisation,Capex,04/06/2025
22EASIDDI10,Project Completion,Baseline,01/07/2025
22EASIDDI10,Project Completion,Capex,04/06/2026
22EASIDDI11,Business Need,Baseline,30/07/2021
22EASIDDI11,Business Need,Capex,30/11/2021
22EASIDDI11,Business Need,Actual,30/11/2021
22EASIDDI11,Business Case Approval,Baseline,14/01/2022
22EASIDDI11,Business Case Approval,Capex,08/03/2022
22EASIDDI11,Business Case Approval,Actual,08/03/2022
22EASIDDI11,CR approval (Contractor),Baseline,14/02/2022
22EASIDDI11,CR approval (Contractor),Capex,17/08/2022
22EASIDDI11,CR approval (Contractor),Actual,17/08/2022
22EASIDDI11,Completion of Technical evaluation (Contractor),Baseline,14/04/2022
22EASIDDI11,Completion of Technical evaluation (Contractor),Capex,24/10/2022
22EASIDDI11,Completion of Technical evaluation (Contractor),Actual,24/10/2022
22EASIDDI11,Letter of Award (Contractor),Baseline,14/05/2022
22EASIDDI11,Letter of Award (Contractor),Capex,20/01/2023
22EASIDDI11,Letter of Award (Contractor),Actual,20/01/2023
22EASIDDI11,Site Handing Over,Baseline,14/06/2022
22EASIDDI11,Site Handing Over,Capex,20/03/2023
22EASIDDI11,Site Handing Over,Actual,20/03/2023
22EASIDDI11,T&C / Energisation,Baseline,14/05/2024
22EASIDDI11,T&C / Energisation,Capex,20/09/2025
22EASIDDI11,Project Completion,Baseline,14/05/2025
22EASIDDI11,Project Completion,Capex,20/09/2026
22EASIDDI16,Business Case Approval,Baseline,22/12/2021
22EASIDDI16,Business Case Approval,Capex,22/07/2022
22EASIDDI16,Business Case Approval,Actual,22/07/2022
22EASIDDI16,Detail Design Approval,Baseline,21/01/2022
22EASIDDI16,Detail Design Approval,Capex,22/07/2022
22EASIDDI16,Detail Design Approval,Actual,22/07/2022
22EASIDDI16,CR approval (Contractor),Baseline,10/02/2022
22EASIDDI16,CR approval (Contractor),Capex,29/08/2022
22EASIDDI16,CR approval (Contractor),Actual,29/08/2022
22EASIDDI16,Completion of Technical evaluation (Contractor),Baseline,15/03/2022
22EASIDDI16,Completion of Technical evaluation (Contractor),Capex,02/11/2022
22EASIDDI16,Completion of Technical evaluation (Contractor),Actual,02/11/2022
22EASIDDI16,Letter of Award (Contractor),Baseline,30/03/2022
22EASIDDI16,Letter of Award (Contractor),Capex,27/03/2023
22EASIDDI16,Letter of Award (Contractor),Actual,27/03/2023
22EASIDDI16,Site Handing Over,Baseline,14/04/2022
22EASIDDI16,Site Handing Over,Capex,04/05/2023
22EASIDDI16,Site Handing Over,Actual,04/05/2023
22EASIDDI16,T&C / Energisation,Baseline,30/01/2023
22EASIDDI16,T&C / Energisation,Capex,04/05/2024
22EASIDDI16,Project Completion,Baseline,30/01/2024
22EASIDDI16,Project Completion,Capex,04/05/2026
22RWASIDDE01,Business Need,Baseline,13/07/2022
22RWASIDDE01,Business Need,Capex,13/07/2022
22RWASIDDE01,Business Need,Actual,13/07/2022
22RWASIDDE01,Business Case Approval,Baseline,13/09/2022
22RWASIDDE01,Business Case Approval,Capex,13/09/2022
22RWASIDDE01,Business Case Approval,Actual,13/09/2022
22RWASIDDE01,CR approval (Consultant),Baseline,07/09/2021
22RWASIDDE01,CR approval (Consultant),Capex,07/09/2021
22RWASIDDE01,CR approval (Consultant),Actual,05/09/2021
22RWASIDDE01,Letter of Award (Consultant),Baseline,04/01/2022
22RWASIDDE01,Letter of Award (Consultant),Capex,19/01/2022
22RWASIDDE01,Letter of Award (Consultant),Actual,28/01/2022
22RWASIDDE01,Detail Design Approval,Baseline,27/08/2022
22RWASIDDE01,Detail Design Approval,Capex,15/08/2023
22RWASIDDE01,Detail Design Approval,Actual,26/07/2022
22RWASIDDE01,CR approval (Contractor),Baseline,15/09/2022
22RWASIDDE01,CR approval (Contractor),Capex,16/08/2022
22RWASIDDE01,CR approval (Contractor),Actual,16/08/2022
22RWASIDDE01,Completion of Technical evaluation (Contractor),Baseline,30/11/2022
22RWASIDDE01,Completion of Technical evaluation (Contractor),Capex,30/10/2022
22RWASIDDE01,Completion of Technical evaluation (Contractor),Actual,12/10/2022
22RWASIDDE01,Letter of Award (Contractor),Baseline,01/01/2023
22RWASIDDE01,Letter of Award (Contractor),Capex,31/12/2022
22RWASIDDE01,Letter of Award (Contractor),Actual,18/11/2022
22RWASIDDE01,Site Handing Over,Baseline,01/02/2023
22RWASIDDE01,Site Handing Over,Capex,17/01/2023
22RWASIDDE01,Site Handing Over,Actual,04/01/2023
22RWASIDDE01,T&C / Energisation,Baseline,30/11/2023
22RWASIDDE01,T&C / Energisation,Capex,15/11/2023
22RWASIDDE01,Project Completion,Baseline,03/01/2024
22RWASIDDE01,Project Completion,Capex,30/12/2023
22WASIDDI04,Business Need,Baseline,15/11/2021
22WASIDDI04,Business Need,Capex,15/11/2021
22WASIDDI04,Business Need,Actual,15/11/2021
22WASIDDI04,Business Case Approval,Baseline,15/01/2022
22WASIDDI04,Business Case Approval,Capex,15/01/2022
22WASIDDI04,Business Case Approval,Actual,15/01/2022
22WASIDDI04,CR approval (Consultant),Baseline,15/03/2022
22WASIDDI04,CR approval (Consultant),Capex,15/03/2022
22WASIDDI04,CR approval (Consultant),Actual,15/03/2022
22WASIDDI04,Letter of Award (Consultant),Baseline,15/03/2022
22WASIDDI04,Letter of Award (Consultant),Capex,15/03/2022
22WASIDDI04,Letter of Award (Consultant),Actual,15/03/2022
22WASIDDI04,Detail Design Approval,Baseline,30/03/2022
22WASIDDI04,Detail Design Approval,Capex,30/03/2022
22WASIDDI04,Detail Design Approval,Actual,30/03/2022
22WASIDDI04,CR approval (Contractor),Baseline,07/07/2022
22WASIDDI04,CR approval (Contractor),Capex,07/07/2022
22WASIDDI04,CR approval (Contractor),Actual,07/07/2022
22WASIDDI04,Completion of Technical evaluation (Contractor),Baseline,09/09/2022
22WASIDDI04,Completion of Technical evaluation (Contractor),Capex,09/09/2022
22WASIDDI04,Completion of Technical evaluation (Contractor),Actual,09/09/2022
22WASIDDI04,Letter of Award (Contractor),Baseline,09/11/2022
22WASIDDI04,Letter of Award (Contractor),Capex,09/11/2022
22WASIDDI04,Letter of Award (Contractor),Actual,12/09/2022
22WASIDDI04,Site Handing Over,Baseline,09/01/2023
22WASIDDI04,Site Handing Over,Capex,09/01/2023
22WASIDDI04,Site Handing Over,Actual,21/12/2022
22WASIDDI04,T&C / Energisation,Baseline,01/07/2023
22WASIDDI04,T&C / Energisation,Capex,01/07/2023
22WASIDDI04,Project Completion,Baseline,10/10/2023
22WASIDDI04,Project Completion,Capex,21/09/2023
13PAME145,CR approval (Contractor),Baseline,13/08/2020
13PAME145,CR approval (Contractor),Capex,29/12/2020
13PAME145,CR approval (Contractor),Actual,29/12/2020
13PAME145,Completion of Technical evaluation (Contractor),Baseline,13/09/2020
13PAME145,Completion of Technical evaluation (Contractor),Capex,09/09/2021
13PAME145,Completion of Technical evaluation (Contractor),Actual,09/09/2021
13PAME145,Letter of Award (Contractor),Baseline,13/02/2021
13PAME145,Letter of Award (Contractor),Capex,27/06/2022
13PAME145,Letter of Award (Contractor),Actual,27/06/2022
13PAME145,Site Handing Over,Baseline,13/02/2021
13PAME145,Site Handing Over,Capex,27/06/2022
13PAME145,Site Handing Over,Actual,27/06/2022
13PAME145,T&C / Energisation,Baseline,13/08/2021
13PAME145,T&C / Energisation,Capex,31/12/2023
13PAME145,Project Completion,Baseline,13/08/2022
13PAME145,Project Completion,Capex,03/06/2024
14EAPD174,Detail Design Approval,Baseline,28/07/2016
14EAPD174,Detail Design Approval,Capex,28/07/2016
14EAPD174,Detail Design Approval,Actual,28/07/2016
14EAPD174,CR approval (Contractor),Baseline,28/09/2016
14EAPD174,CR approval (Contractor),Capex,28/09/2016
14EAPD174,CR approval (Contractor),Actual,28/09/2016
14EAPD174,Completion of Technical evaluation (Contractor),Baseline,24/03/2017
14EAPD174,Completion of Technical evaluation (Contractor),Capex,31/10/2017
14EAPD174,Completion of Technical evaluation (Contractor),Actual,31/10/2017
14EAPD174,Letter of Award (Contractor),Baseline,24/04/2017
14EAPD174,Letter of Award (Contractor),Capex,11/06/2018
14EAPD174,Letter of Award (Contractor),Actual,11/06/2018
14EAPD174,Site Handing Over,Baseline,24/04/2017
14EAPD174,Site Handing Over,Capex,11/06/2018
14EAPD174,Site Handing Over,Actual,11/06/2018
14EAPD174,T&C / Energisation,Baseline,24/07/2018
14EAPD174,T&C / Energisation,Capex,10/10/2019
14EAPD174,T&C / Energisation,Actual,10/10/2019
14EAPD174,Project Completion,Baseline,24/07/2022
14EAPD174,Project Completion,Capex,31/12/2023
18WAPD001,Business Need,Baseline,01/01/2018
18WAPD001,Business Need,Capex,01/01/2018
18WAPD001,Business Need,Actual,01/01/2018
18WAPD001,Business Case Approval,Baseline,28/02/2018
18WAPD001,Business Case Approval,Capex,10/05/2021
18WAPD001,Business Case Approval,Actual,10/05/2021
18WAPD001,CR approval (Consultant),Baseline,28/03/2018
18WAPD001,CR approval (Consultant),Capex,28/03/2018
18WAPD001,CR approval (Consultant),Actual,28/03/2018
18WAPD001,Letter of Award (Consultant),Baseline,29/10/2018
18WAPD001,Letter of Award (Consultant),Capex,29/10/2018
18WAPD001,Letter of Award (Consultant),Actual,29/10/2018
18WAPD001,Detail Design Approval,Baseline,28/05/2019
18WAPD001,Detail Design Approval,Capex,15/12/2020
18WAPD001,Detail Design Approval,Actual,15/12/2020
18WAPD001,CR approval (Contractor),Baseline,16/05/2021
18WAPD001,CR approval (Contractor),Capex,18/05/2021
18WAPD001,CR approval (Contractor),Actual,18/05/2021
18WAPD001,Completion of Technical evaluation (Contractor),Baseline,15/07/2021
18WAPD001,Completion of Technical evaluation (Contractor),Capex,22/08/2021
18WAPD001,Completion of Technical evaluation (Contractor),Actual,18/08/2021
18WAPD001,Letter of Award (Contractor),Baseline,30/09/2021
18WAPD001,Letter of Award (Contractor),Capex,25/07/2022
18WAPD001,Letter of Award (Contractor),Actual,25/07/2022
18WAPD001,Site Handing Over,Baseline,01/12/2021
18WAPD001,Site Handing Over,Capex,10/10/2022
18WAPD001,Site Handing Over,Actual,10/10/2022
18WAPD001,T&C / Energisation,Baseline,01/01/2025
18WAPD001,T&C / Energisation,Capex,01/01/2026
18WAPD001,Project Completion,Baseline,09/10/2025
18WAPD001,Project Completion,Capex,01/01/2027
19WASIDDE01,Business Need,Baseline,11/03/2018
19WASIDDE01,Business Need,Capex,11/03/2018
19WASIDDE01,Business Need,Actual,11/03/2018
19WASIDDE01,Business Case Approval,Baseline,11/05/2018
19WASIDDE01,Business Case Approval,Capex,11/05/2018
19WASIDDE01,Business Case Approval,Actual,11/05/2018
19WASIDDE01,CR approval (Consultant),Baseline,11/06/2018
19WASIDDE01,CR approval (Consultant),Capex,11/06/2018
19WASIDDE01,CR approval (Consultant),Actual,11/06/2018
19WASIDDE01,Letter of Award (Consultant),Baseline,11/06/2018
19WASIDDE01,Letter of Award (Consultant),Capex,11/06/2018
19WASIDDE01,Letter of Award (Consultant),Actual,11/06/2018
19WASIDDE01,Detail Design Approval,Baseline,11/11/2018
19WASIDDE01,Detail Design Approval,Capex,11/11/2018
19WASIDDE01,Detail Design Approval,Actual,11/11/2018
19WASIDDE01,CR approval (Contractor),Baseline,11/12/2018
19WASIDDE01,CR approval (Contractor),Capex,11/12/2018
19WASIDDE01,CR approval (Contractor),Actual,11/12/2018
19WASIDDE01,Completion of Technical evaluation (Contractor),Baseline,01/01/2019
19WASIDDE01,Completion of Technical evaluation (Contractor),Capex,01/01/2019
19WASIDDE01,Completion of Technical evaluation (Contractor),Actual,01/01/2019
19WASIDDE01,Letter of Award (Contractor),Baseline,01/04/2019
19WASIDDE01,Letter of Award (Contractor),Capex,01/04/2019
19WASIDDE01,Letter of Award (Contractor),Actual,01/04/2019
19WASIDDE01,Site Handing Over,Baseline,09/02/2020
19WASIDDE01,Site Handing Over,Capex,09/02/2020
19WASIDDE01,Site Handing Over,Actual,09/02/2020
19WASIDDE01,T&C / Energisation,Baseline,16/05/2021
19WASIDDE01,T&C / Energisation,Capex,31/12/2023
19WASIDDE01,T&C / Energisation,Actual,15/08/2023
19WASIDDE01,Project Completion,Baseline,31/12/2024
19WASIDDE01,Project Completion,Capex,31/12/2024
19WWPDD006A,Business Need,Baseline,30/06/2017
19WWPDD006A,Business Need,Capex,30/06/2017
19WWPDD006A,Business Need,Actual,30/06/2017
19WWPDD006A,Business Case Approval,Baseline,31/08/2017
19WWPDD006A,Business Case Approval,Capex,31/08/2017
19WWPDD006A,Business Case Approval,Actual,31/08/2017
19WWPDD006A,CR approval (Consultant),Baseline,31/10/2017
19WWPDD006A,CR approval (Consultant),Capex,31/10/2017
19WWPDD006A,CR approval (Consultant),Actual,31/10/2017
19WWPDD006A,Letter of Award (Consultant),Baseline,20/03/2018
19WWPDD006A,Letter of Award (Consultant),Capex,20/03/2018
19WWPDD006A,Letter of Award (Consultant),Actual,20/03/2018
19WWPDD006A,Detail Design Approval,Baseline,20/07/2018
19WWPDD006A,Detail Design Approval,Capex,20/07/2018
19WWPDD006A,Detail Design Approval,Actual,20/07/2018
19WWPDD006A,CR approval (Contractor),Baseline,15/08/2018
19WWPDD006A,CR approval (Contractor),Capex,15/08/2018
19WWPDD006A,CR approval (Contractor),Actual,15/08/2018
19WWPDD006A,Completion of Technical evaluation (Contractor),Baseline,17/12/2018
19WWPDD006A,Completion of Technical evaluation (Contractor),Capex,17/12/2018
19WWPDD006A,Completion of Technical evaluation (Contractor),Actual,17/12/2018
19WWPDD006A,Letter of Award (Contractor),Baseline,06/02/2020
19WWPDD006A,Letter of Award (Contractor),Capex,06/02/2020
19WWPDD006A,Letter of Award (Contractor),Actual,06/02/2020
19WWPDD006A,Site Handing Over,Baseline,04/03/2020
19WWPDD006A,Site Handing Over,Capex,04/03/2020
19WWPDD006A,Site Handing Over,Actual,04/03/2020
19WWPDD006A,T&C / Energisation,Baseline,31/03/2022
19WWPDD006A,T&C / Energisation,Capex,31/03/2022
19WWPDD006A,T&C / Energisation,Actual,31/03/2022
19WWPDD006A,Project Completion,Baseline,31/03/2023
19WWPDD006A,Project Completion,Capex,31/12/2023
19WWPDD006C,Business Need,Baseline,30/07/2017
19WWPDD006C,Business Need,Capex,30/07/2017
19WWPDD006C,Business Need,Actual,30/07/2017
19WWPDD006C,Business Case Approval,Baseline,30/09/2017
19WWPDD006C,Business Case Approval,Capex,30/09/2017
19WWPDD006C,Business Case Approval,Actual,30/09/2017
19WWPDD006C,CR approval (Consultant),Baseline,31/10/2017
19WWPDD006C,CR approval (Consultant),Capex,31/10/2017
19WWPDD006C,CR approval (Consultant),Actual,31/10/2017
19WWPDD006C,Letter of Award (Consultant),Baseline,15/11/2017
19WWPDD006C,Letter of Award (Consultant),Capex,15/11/2017
19WWPDD006C,Letter of Award (Consultant),Actual,15/11/2017
19WWPDD006C,Detail Design Approval,Baseline,15/07/2018
19WWPDD006C,Detail Design Approval,Capex,15/07/2018
19WWPDD006C,Detail Design Approval,Actual,15/07/2018
19WWPDD006C,CR approval (Contractor),Baseline,15/08/2018
19WWPDD006C,CR approval (Contractor),Capex,15/08/2018
19WWPDD006C,CR approval (Contractor),Actual,15/08/2018
19WWPDD006C,Completion of Technical evaluation (Contractor),Baseline,14/09/2018
19WWPDD006C,Completion of Technical evaluation (Contractor),Capex,14/09/2018
